34.82,81.95,84.97,"Colorado State"
39.59,78.79,84.13,Maryland
33.59,84.65,78.89,"Alcorn State"
34.79,92.41,79.19,Tulsa
47.62,122.02,82.21,Cornell
25.95,80.24,80.05,Liberty
39.11,84.57,83.86,Indiana
35.95,93.98,85.19,Missouri
38.68,121.05,86.81,"Notre Dame"
40.12,83.13,84.85,Kentucky
40.25,74.53,87.84,Vanderbilt
42.97,70.99,78.98,Princeton
41.25,95.70,83.33,"Southeast Missouri State"
35.93,84.09,76.67,Massachusetts
44.85,92.00,86.70,Iowa
39.94,105.05,85.65,UCLA
35.38,97.76,82.07,Wyoming
39.84,86.05,81.13,Maryland
39.34,93.95,75.31,Ohio
36.81,76.41,77.82,Bucknell
33.99,84.85,80.80,"Middle Tennessee State"
35.96,86.54,80.31,"Middle Tennessee State"
30.31,98.00,85.06,Baylor
39.20,84.53,92.23,"Penn State"
36.18,86.81,81.65,"Alabama State"
41.45,82.02,79.77,Cincinnati
33.77,83.39,83.00,"Iowa State"
32.89,96.57,78.92,Baylor
33.64,84.26,85.59,"Oklahoma State"
36.91,87.46,80.65,Kentucky
30.31,82.99,81.28,"Southern Miss"
34.02,118.20,80.86,"Mississippi State"
31.58,86.32,86.09,Vanderbilt
42.05,87.71,84.46,"Western Michigan"
40.21,75.07,85.84,Temple
30.65,97.58,76.67,"Oklahoma State"
30.24,91.99,84.85,Arkansas
33.24,111.97,76.09,Massachusetts
34.05,118.29,79.24,Lafayette
30.84,88.10,91.15,Stanford
26.09,80.18,86.46,Florida
34.12,118.67,92.17,Nebraska
33.39,111.88,81.48,"New Mexico"
35.65,87.00,85.64,Rutgers
30.57,96.28,83.55,"Sam Houston State"
30.25,81.85,77.31,Tennessee-Martin
33.52,94.14,78.24,"North Texas"
34.20,118.98,82.00,"Boise State"
39.51,121.68,83.00,"Indiana State"
33.62,112.00,84.03,Washington
37.85,96.81,80.33,"North Texas"
27.65,80.40,80.58,Kansas
31.19,83.84,82.65,Connecticut
32.77,94.99,83.33,"Incarnate Word"
37.81,122.30,76.85,UNLV
36.52,119.40,76.67,Wyoming
30.24,91.99,79.00,Louisiana
40.92,98.44,80.99,"Northern Iowa"
30.27,89.45,93.47,LSU
42.17,76.00,76.67,Albany
36.12,95.17,77.43,"North Texas"
32.52,90.14,83.09,"Georgia State"
39.74,74.97,89.05,"N.C. State"
34.53,82.72,80.65,"Miami (OH)"
36.30,119.38,80.34,"Colorado State"
41.87,88.06,77.43,"Miami (OH)"
30.29,81.51,84.32,Illinois
26.11,80.33,76.67,Harvard
34.09,86.04,87.74,Arkansas
28.04,81.90,79.65,"North Dakota State"
26.70,80.64,88.23,"Florida State"
31.75,84.14,82.41,Marshall
34.28,88.32,81.22,"Southern Miss"
34.14,118.89,88.61,California
33.78,118.19,80.12,"Florida State"
42.55,83.48,87.33,"Boston College"
33.84,117.50,97.64,Stanford
30.00,90.13,76.67,"Nicholls State"
33.85,117.96,85.97,Colorado
41.10,85.06,81.51,"Eastern Michigan"
33.16,117.17,80.99,"Weber State"
26.02,80.19,83.49,"Utah State"
30.24,81.62,88.15,Alabama
34.85,76.61,76.81,"Old Dominion"
28.40,81.17,75.97,"Coastal Carolina"
33.63,117.93,89.26,California
